sname,sex,mom,dad,birth_date,current_status,known_age_at_censoring,known_lifespan,age_first_live_birth,current_repro_lifespan,final_repro_lifespan,num_live_births_RAW,num_surv_births_RAW,LRS_livebirths,LRS_survbirths,lifetime_rateLiveBirths,lifetime_rateSurvBirths,mom_lowQuartRank,bornInDrought,born_largeGroup,mom_died,has_CompetingSib,EarlyAdversityScore
TRU,M,LAZ,DAG,9/30/09,alive,,,,,,0,0,,,,,0,0,1,1,0,2
TUS,M,VET,WES,4/25/05,alive,,,,,,0,0,,,,,0,0,0,0,0,0
UHU,M,,,12/26/93,dead,,,,,,0,0,,,,,0,0,0,0,0,0
UPE,M,LUP,VOY,7/9/10,alive,,,,,,0,0,,,,,1,0,1,0,0,2
URU,F,LUX,BUT,1/10/11,alive,8.462465093,,6.636550308,1.826146475,,2,1,,,,,1,0,1,0,0,2
USI,M,,,12/28/05,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
UTE,M,LUP,VOY,2/27/09,dead,,3.958823852,,,,0,0,,,,,0,0,1,0,1,2
VAA,F,VIN,TUZ,2/11/95,dead,,13.47533264,5.620807666,7.854893908,7.854893908,5,4,5,4,0.636545835,0.509236668,0,0,0,0,0,0
VAD,M,VEX,NJU,3/19/07,censored_eventDriven,,,,,,0,0,,,,,1,1,0,0,0,2
VAI,F,VOR,ROY,4/22/98,alive,21.17669605,,6.406570842,14.770705,,8,8,,,,,0,0,0,0,0,0
VAN,M,VOR,INZ,8/10/92,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,1,1
VAP,M,VIN,TUZ,12/21/96,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
VAQ,M,VOG,LOG,1/29/10,alive,,,,,,0,0,,,,,1,0,0,0,1,2
VAT,M,VOR,MLO,1/18/97,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,1,1
VAU,M,VEX,WRI,12/9/08,censored_eventDriven,,,,,,0,0,,,,,1,1,1,0,0,3
VAZ,M,VIV,TUZ,2/14/95,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
VEB,M,VAI,WES,9/17/04,alive,,,,,,0,0,,,,,0,0,0,0,0,0
VEG,M,,,1/6/88,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
VEH,M,VEX,LOF,3/12/05,censored_eventDriven,,,,,,0,0,,,,,1,0,0,0,0,1
VEI,M,VEL,TUZ,8/30/95,dead,,17.89136506,,,,0,0,,,,,0,0,0,0,0,0
VEL,F,VIX,,11/3/88,dead,,22.23073975,5.538672142,16.69267625,16.69267625,12,9,12,9,0.718878137,0.539158603,1,0,0,0,1,2
VES,F,VIV,LIB,9/30/01,alive,17.73804961,,6.143737166,11.59479808,,6,4,,,,,1,0,0,0,0,1
VET,F,VIX,INZ,1/13/93,dead,,23.71735202,5.456536619,18.26146475,18.26146475,14,7,14,7,0.766641679,0.38332084,1,0,0,0,1,2
VEX,F,VIV,ORB,8/18/98,dead,,18.96457318,6.565366188,12.39972621,12.39972621,7,6,7,6,0.564528594,0.483881652,0,0,0,0,0,0
VIA,M,VEL,ORB,10/18/98,dead,,3.151179981,,,,0,0,,,,,0,0,0,0,0,0
VIB,M,VIX,MLO,8/29/98,alive,,,,,,0,0,,,,,0,0,0,1,0,1
VIG,F,VET,AMA,6/29/98,dead,,19.69555933,7.400410678,12.29568789,12.29568789,6,5,6,5,0.487975952,0.406646627,0,0,0,0,0,0
VIN,F,VIX,GIZ,2/7/90,dead,,25.89114603,5.01026694,20.88158795,20.88158795,13,10,13,10,0.622558018,0.478890783,1,0,1,0,0,2
VIO,F,VEL,TUZ,5/19/94,dead,,10.88813448,5.744010951,5.144421629,5.144421629,4,2,4,2,0.777541245,0.388770623,0,0,0,0,1,1
VIP,M,VIX,NGG,12/15/91,dead,,15.47117122,,,,0,0,,,,,1,0,0,0,1,2
VIV,F,VIX,,9/19/85,dead,,23.91720966,5.817932923,18.09993155,18.09993155,9,6,9,6,0.497239449,0.331492966,1,0,0,0,0,1
VOG,F,VIV,VEG,2/8/97,alive,22.37857964,,6.491444216,15.88774812,,10,5,,,,,0,0,0,0,0,0
VOM,F,VOG,LOG,6/15/11,alive,8.032634288,,7.44421629,0.588637919,,1,0,,,,,1,0,0,0,1,2
VOR,F,VIX,,4/1/87,dead,,18.59771122,5.360711841,13.23750856,13.23750856,9,7,9,7,0.679886246,0.528800414,1,0,0,0,0,1
VOT,F,VOR,TUZ,10/24/94,dead,,15.59710891,5.730321697,9.867214237,9.867214237,7,5,7,5,0.709420089,0.506728635,0,0,0,0,0,0
VOW,F,VEL,AMA,3/28/97,dead,,21.57367355,5.98220397,15.59206023,15.59206023,9,5,9,5,0.577216857,0.320676032,0,0,0,0,0,0
VOY,M,VIX,PIS,2/12/97,censored_eventDriven,,,,,,0,0,,,,,0,0,0,1,0,1
VUG,F,VOG,GYP,7/13/06,alive,12.95515523,,8.991101985,3.96440794,,2,1,,,,,1,0,0,0,0,1
VUR,F,VEX,SEB,6/30/10,alive,8.993593605,,5.968514716,3.02532512,,2,1,,,,,1,0,0,0,0,1
WAB,M,WAS,CHA,8/14/98,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
WAD,F,WEM,KEI,9/2/93,dead,,22.02814434,6.105407255,15.92334018,15.92334018,9,9,9,9,0.565208047,0.565208047,0,0,0,0,0,0
WAG,F,WHI,FAT,9/1/89,dead,,14.37606089,6.661190965,7.715263518,7.715263518,5,5,5,5,0.648066004,0.648066004,0,0,1,0,0,1
WAJ,F,WAD,RAJ,7/6/07,alive,11.97776926,,6.29431896,5.683778234,,3,2,,,,,0,1,0,0,0,1
WAM,M,WEN,ISR,11/6/05,dead,,11.80802716,,,,0,0,,,,,0,0,1,0,0,1
WAP,M,WEA,VOY,12/27/05,alive,,,,,,0,0,,,,,0,0,1,1,0,2
WAQ,F,WON,ANE,11/10/09,censored_groupDropped,3.441384219,,,,,0,0,,,,,0,0,0,0,0,0
WAS,F,WEM,KEI,1/13/92,censored_groupDropped,25.66664841,,5.040383299,20.62696783,,10,9,,,,,0,0,0,0,0,0
WAW,F,WEA,BEA,3/19/03,censored_groupDropped,14.70733176,,5.593429158,9.11430527,,5,2,,,,,0,0,0,0,1,1
WEA,F,WHI,NEL,12/17/87,dead,,21.74067787,5.754962355,15.98631075,15.98631075,9,8,9,8,0.562981675,0.500428156,0,0,0,0,0,0
WED,F,WAG,DEA,7/25/02,dead,,5.620653781,,,,0,0,,,,,0,0,0,1,0,1
WEG,M,WOB,,2/3/05,dead,,11.87920933,,,,0,0,,,,,0,0,1,0,0,1
WEI,F,WAS,ARS,9/27/05,censored_groupDropped,12.39117341,,5.295003422,7.09650924,,4,1,,,,,0,0,0,0,0,0
WEK,M,WHE,DUB,11/7/08,censored_groupDropped,,,,,,0,0,,,,,0,1,1,0,0,2
WEM,F,WIN,,4/24/82,dead,,19.60521273,5.336071184,14.2696783,14.2696783,9,7,9,7,0.630707982,0.490550652,0,0,0,1,0,1
WEN,F,WEM,,8/25/87,dead,,24.02124514,5.35797399,18.66392882,18.66392882,12,10,12,10,0.642951445,0.535792871,0,0,0,0,0,0
WER,M,WIR,ISR,10/25/04,censored_eventDriven,,,,,,0,0,,,,,0,0,1,0,0,1
WES,M,WAG,ROC,4/30/96,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
WEU,M,WEM,JIT,8/29/96,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,1,1
WEW,F,WYN,VOY,2/1/06,censored_groupDropped,12.10096917,,5.869952088,6.231348392,,2,0,,,,,0,0,1,0,0,1
WEX,M,WEN,ROC,9/4/00,dead,,1.724798773,,,,0,0,,,,,0,0,0,0,1,1
WEY,M,WAD,RAJ,7/18/09,alive,,,,,,0,0,,,,,0,0,0,0,1,1
WEZ,M,WIP,TOG,12/26/06,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
WHE,F,WEA,ROC,2/3/96,alive,23.28478344,,5.382614648,17.9028063,,10,6,,,,,0,0,0,0,0,0
WHO,F,WAG,ROC,1/13/01,dead,,5.486502765,5.481177276,0.005475702,0.005475702,1,0,1,0,,,0,0,0,1,0,1
WID,M,WEN,POL,1/2/93,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
WIE,F,WIF,,12/25/10,alive,8.506269507,,6.636550308,1.869952088,,1,1,,,,,0,0,1,0,0,1
WIF,F,WAD,ZAI,7/13/01,alive,17.95707167,,5.987679671,11.96988364,,7,6,,,,,0,0,0,0,0,0
WIP,F,WEM,FEL,4/25/99,alive,20.1746701,,5.856262834,14.31895962,,11,5,,,,,0,0,0,1,1,2
WIR,F,WEN,ROC,5/25/99,alive,19.98028801,,5.420944559,14.55989049,,7,4,,,,,0,0,0,0,1,1
WIV,M,WEM,CHA,12/4/97,dead,,15.15085145,,,,0,0,,,,,0,0,0,1,1,2
WIW,F,WON,OTI,9/17/07,censored_groupDropped,7.468652467,,6.937713895,0.531143053,,1,0,,,,,0,1,0,0,0,1
WIZ,M,WAS,CHA,1/27/97,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
WOB,F,WAG,FAV,4/3/98,censored_groupDropped,16.54164157,,6.839151266,9.70294319,,5,4,,,,,0,0,0,0,0,0
WOC,M,WIF,LAX,7/9/07,censored_eventDriven,,,,,,0,0,,,,,0,1,0,0,0,1
WOF,M,WHE,ELV,2/6/07,alive,,,,,,0,0,,,,,0,1,1,0,0,2
WOI,F,WIP,TOG,10/22/08,dead,,5.308547336,,,,0,0,,,,,0,1,0,0,1,2
WOK,M,WEA,DEA,8/27/04,censored_eventDriven,,,,,,0,0,,,,,0,0,1,0,1,2
WOL,M,WEN,DEA,12/10/02,dead,,9.237255654,,,,0,0,,,,,0,0,0,0,1,1
WON,F,WAS,ZIN,3/13/02,censored_groupDropped,15.51223786,,5.514031485,9.998631075,,5,4,,,,,0,0,0,0,0,0
WOO,M,WAS,ZIN,6/27/00,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
WOP,M,WAS,NIN,2/14/09,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
WOR,M,WEN,ROC,10/26/01,dead,,1.470185621,,,,0,0,,,,,0,0,0,0,1,1
WOV,M,WAS,OTI,4/25/07,censored_groupDropped,,,,,,0,0,,,,,0,1,0,0,0,1
WOZ,F,WHE,VOY,8/31/05,censored_groupDropped,12.52258665,,6.247775496,6.275154004,,2,0,,,,,0,0,1,0,1,2
WRA,F,WAD,ICA,10/11/99,dead,,6.187373378,,,,0,0,,,,,0,0,0,0,0,0
WRE,F,WHE,VAN,6/22/01,dead,,1.557794448,,,,0,0,,,,,0,0,0,0,0,0
WRI,M,WEA,AMA,12/22/99,alive,,,,,,0,0,,,,,0,0,0,0,0,0
WRY,M,WIR,VOY,4/28/06,dead,,3.82193506,,,,0,0,,,,,1,0,1,0,0,2
WUA,M,WEA,ALE,8/15/01,dead,,8.109292011,,,,0,0,,,,,0,0,0,0,0,0
WUM,F,WEN,VIP,4/20/04,dead,,8.12298089,6.351813826,1.771389459,1.771389459,1,1,1,1,0.564528594,0.564528594,0,0,1,0,0,1
WUN,F,WAW,ORN,10/21/08,censored_groupDropped,7.389256968,,7.225188227,0.164271047,,1,0,,,,,0,1,1,0,0,2
WUT,M,WAD,IDI,11/7/05,dead,,1.36615014,,,,0,0,,,,,0,0,0,0,0,0
WYA,M,WIF,ANE,7/9/09,alive,,,,,,0,0,,,,,0,0,0,0,1,1
WYC,M,WAD,KRA,9/29/03,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
WYL,M,WEM,ZIN,7/10/00,censored_eventDriven,,,,,,0,0,,,,,0,0,0,1,0,1
WYN,F,WAG,AMA,10/22/99,alive,19.37797733,,6.280629706,13.09787817,,7,4,,,,,0,0,0,0,1,1
WYO,M,WIP,NIN,3/23/10,censored_eventDriven,,,,,,0,0,,,,,0,0,1,0,1,2
YAB,M,,,8/7/98,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
YAI,F,VAA,LOF,9/25/00,alive,18.75376444,,6.286105407,12.46817248,,7,5,,,,,0,0,0,0,0,0
YAK,M,,,2/18/95,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
YAN,M,VIN,KER,7/5/01,dead,,7.690412309,,,,0,0,,,,,1,0,0,0,1,2
YAP,F,VIN,KOR,3/24/10,alive,9.261895636,,6.600958248,2.661190965,,2,1,,,,,0,0,0,0,1,1
YAR,M,VAA,LIB,7/18/02,alive,,,,,,0,0,,,,,0,0,0,0,1,1
YAY,F,VAA,QUA,10/6/05,dead,,3.435908668,,,,0,0,,,,,0,0,0,1,0,1
YAZ,M,YAI,,7/26/10,dead,,7.693150085,,,,0,0,,,,,0,0,0,0,0,0
YED,M,YUG,SEB,4/22/11,alive,,,,,,0,0,,,,,0,0,0,0,0,0
YEL,F,YAI,WRI,1/29/09,alive,10.40902371,,6.934976044,3.474332649,,3,2,,,,,0,0,1,0,1,2
YEN,F,VIN,GAN,9/25/08,dead,,2.212122871,,,,0,0,,,,,0,1,1,0,1,3
YIP,M,VIN,QUA,9/3/05,dead,,3.386628703,,,,0,0,,,,,0,0,0,0,1,1
YOB,M,,,8/27/97,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
YOD,F,VIN,WRI,8/17/11,alive,7.862892186,,6.151950719,1.711156742,,2,1,,,,,0,0,0,0,0,0
YOG,F,VIN,MLO,1/10/00,dead,,9.174286809,5.571526352,3.603011636,3.603011636,2,1,2,1,0.555091185,0.277545593,1,0,0,0,1,2
YOI,M,YAI,GAN,1/8/07,alive,,,,,,0,0,,,,,0,1,0,0,0,1
YOK,M,VIN,LOF,12/22/03,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
YOL,M,VIN,GAN,2/27/07,dead,,2.904780157,,,,0,0,,,,,0,1,0,0,0,1
YUG,F,YOG,LOF,8/6/05,alive,13.88599901,,5.708418891,8.177960301,,6,4,,,,,0,0,0,1,0,1
YUM,F,VAA,KER,12/23/03,dead,,2.187482889,,,,0,0,,,,,0,0,0,0,0,0
ZAI,M,,,4/21/92,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
ZAK,M,,,6/27/01,alive,,,,,,0,0,,,,,0,0,0,0,0,0
ZAM,M,,,9/26/98,dead,,,,,,0,0,,,,,0,0,0,0,0,0
ZAN,M,,,7/28/98,dead,,,,,,0,0,,,,,0,0,0,0,0,0
ZAP,M,,,11/9/90,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
ZAW,M,,,2/16/02,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
ZIB,M,,,8/25/94,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
ZIM,F,LIZ,ISR,8/15/07,censored_groupDropped,5.949186881,,,,,0,0,,,,,0,1,1,0,0,2
ZIN,M,,,5/9/87,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
ZIT,M,LOM,ORN,4/16/08,censored_groupDropped,,,,,,0,0,,,,,0,1,1,0,0,2
ZIZ,M,,,12/22/92,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
ZOR,M,,,5/30/98,censored_eventDriven,,,,,,0,0,,,,,0,0,0,0,0,0
ZUC,F,LIZ,DUB,2/15/09,censored_groupDropped,6.340688824,,,,,0,0,,,,,0,0,1,0,1,2
ZUR,M,LIZ,ELV,11/22/05,alive,,,,,,0,0,,,,,0,0,1,0,0,1
